Title,Portátil,Max_Jugadores,Multiplataforma,Online,Genre,Licenciado,Desarrollador,Secuela,Puntuacion_Reseña,Rating,Fecha_Lanzamineto,Length.All PlayStyles.Average,Length.All PlayStyles.Leisure,Length.All PlayStyles.Median,Length.All PlayStyles.Polled,Length.All PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Polled,Length.Completionists.Rushed,Length.Main + Extras.Average,Length.Main + Extras.Leisure,Length.Main + Extras.Median,Length.Main + Extras.Polled,Length.Main + Extras.Rushed,Length.Main Story.Average,Length.Main Story.Leisure,Length.Main Story.Median,Length.Main Story.Polled,Length.Main Story.Rushed
Tiger Woods PGA Tour 07,True,1,True,True,Sports,True,EA,True,80,T,2006,10,10,10,1,10,0,0,0,0,0,0,0,0,0,0,10,10,10,1,10
Viva Pi$?ata,True,4,True,True,"Simulation,Strategy",True,Microsoft,True,84,E,2006,38.7,52.2166666666667,39.5,20,26.55,52.3833333333333,58.25,50,9,47.5833333333333,32.95,41.3333333333333,32.4333333333333,7,27.8333333333333,18,19.25,19,4,16.25
SpongeBob Squarepants: Creature from the Krusty Krab,True,1,True,True,"Action,Adventure",True,THQ,True,57,T,2006,7.08333333333333,8.98333333333333,6.83333333333333,10,5.78333333333333,7.75,9.35,7.66666666666667,3,6.16666666666667,8,9,8,3,7.01666666666667,5.88333333333333,6.8,5.33333333333333,4,5.25
Tony Hawk's Project 8,True,2,True,True,Sports,True,Activision,True,68,M,2006,17.1666666666667,19.5333333333333,17,11,15.3333333333333,0,0,0,0,0,18.4333333333333,20.2,18.3833333333333,4,16.7,16.4333333333333,17.7333333333333,17,7,15.15
Tony Hawk's Project 8,True,2,True,True,Sports,True,Activision,True,81,E,2006,17.1666666666667,19.5333333333333,17,11,15.3333333333333,0,0,0,0,0,18.4333333333333,20.2,18.3833333333333,4,16.7,16.4333333333333,17.7333333333333,17,7,15.15
NBA LIVE 07 ,True,1,True,True,Sports,True,EA,True,59,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Excite Truck,True,2,True,True,Racing / Driving,True,Nintendo,True,72,M,2006,15.85,19.95,14,7,10.95,24.3333333333333,24.8333333333333,25,3,23.8333333333333,12,13,12,2,11,7,7,7,2,7
Harvest Moon DS,True,1,True,True,"Role-Playing (RPG),Simulation",True,,True,67,T,2006,53.3833333333333,64.6333333333333,55.1333333333333,6,37.6333333333333,75,75,75,1,75,69.0833333333333,69.0833333333333,69.0833333333333,1,69.0833333333333,44.0666666666667,54.8,45.1333333333333,4,32.8
Star Fox Command,True,1,True,True,Action,True,Nintendo,True,76,T,2006,3.7,5.66666666666667,3,17,2.16666666666667,0,0,0,0,0,6.6,7.3,6.6,2,5.9,3.31666666666667,5.06666666666667,3,15,2.06666666666667
Metal Gear Solid: Portable Ops,True,1,True,True,"Action,Strategy",True,Konami,True,87,T,2006,13.35,21.35,12.0833333333333,66,9.18333333333333,30,30,30,1,30,16.4833333333333,22.8833333333333,15.05,19,12.4833333333333,11.6833333333333,17.3166666666667,11.5833333333333,46,8.65
Marvel Ultimate Alliance,True,4,True,True,"Action,Role-Playing (RPG)",True,Activision,True,73,M,2006,15.25,27.5833333333333,14,68,10.3,25.3833333333333,30.05,24.8166666666667,3,20.7333333333333,17.6333333333333,28.9333333333333,17,26,12.85,12.8666666666667,20.6333333333333,12.3666666666667,39,9.3
Blazing Angels: Squadrons of WWII,True,2,True,True,Action,True,Ubisoft,True,66,E,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Major League Baseball 2K6,True,2,True,True,Sports,True,2K,True,66,T,2006,7.65,9.9,8,3,5.4,7.65,9.9,8,3,5.4,0,0,0,0,0,0,0,0,0,0
NCAA Football 07,True,1,True,True,Sports,True,EA,True,75,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLB 06: The Show,True,2,True,True,Sports,True,Sony,True,83,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blazing Angels: Squadrons of WWII,True,2,True,True,Action,True,Ubisoft,True,67,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WWE SmackDown vs. Raw 2007,True,4,True,True,Sports,True,THQ,True,78,T,2006,23.4,45.6333333333333,9.11666666666667,10,11.9166666666667,57.6,64.5166666666667,50.4833333333333,3,50.6666666666667,0,0,0,0,0,8.75,9.43333333333333,9,7,8.21666666666667
Rune Factory: A Fantasy Harvest Moon,True,1,True,True,"Role-Playing (RPG),Simulation",True,,True,78,T,2006,66.1333333333333,79.4833333333333,67.0833333333333,4,52.3,38,38,38,1,38,75.5166666666667,87.2333333333333,88.6666666666667,3,63.7833333333333,0,0,0,0,0
Marvel Ultimate Alliance,True,1,True,True,"Action,Role-Playing (RPG)",True,Activision,True,81,E,2006,15.25,27.5833333333333,14,68,10.3,25.3833333333333,30.05,24.8166666666667,3,20.7333333333333,17.6333333333333,28.9333333333333,17,26,12.85,12.8666666666667,20.6333333333333,12.3666666666667,39,9.3
Marvel Ultimate Alliance,True,4,True,True,"Action,Role-Playing (RPG)",True,Activision,True,78,M,2006,15.25,27.5833333333333,14,68,10.3,25.3833333333333,30.05,24.8166666666667,3,20.7333333333333,17.6333333333333,28.9333333333333,17,26,12.85,12.8666666666667,20.6333333333333,12.3666666666667,39,9.3
Tiger Woods PGA Tour 07,True,4,True,True,Sports,True,EA,True,81,E,2006,10,10,10,1,10,0,0,0,0,0,0,0,0,0,0,10,10,10,1,10
Ace Combat X: Skies of Deception,True,1,True,True,"Action,Simulation",True,Namco,True,75,E,2006,4.88333333333333,8.5,4.11666666666667,14,3.08333333333333,12.5,12.5,12.5,1,12.5,4.51666666666667,4.95,4.73333333333333,4,3.98333333333333,4.18333333333333,6.48333333333333,3.75,9,2.81666666666667
Killzone: Liberation,True,1,True,True,"Action,Strategy",True,Sony,True,77,M,2006,8.3,11.0666666666667,8,26,6.86666666666667,9.53333333333333,10.3166666666667,9.53333333333333,2,8.76666666666667,10.5333333333333,12.25,10.45,5,8.86666666666667,7.58333333333333,9.86666666666667,7.9,19,6.66666666666667
F.E.A.R.: First Encounter Assault Recon,True,1,True,True,Action,True,,True,85,E,2006,9.4,18.6,9,557,6.6,11.9,17.4333333333333,11.8666666666667,62,8.38333333333333,10.9333333333333,19.25,10.0666666666667,106,7.98333333333333,8.58333333333333,13.25,8.41666666666667,389,6.25
NBA 2K7,True,7,True,True,Sports,True,2K,True,80,E,2006,8.18333333333333,8.76666666666667,8.18333333333333,2,7.58333333333333,0,0,0,0,0,0,0,0,0,0,8.18333333333333,8.76666666666667,8.18333333333333,2,7.58333333333333
Tony Hawk's Project 8,True,2,True,True,Sports,True,Activision,True,76,T,2006,17.1666666666667,19.5333333333333,17,11,15.3333333333333,0,0,0,0,0,18.4333333333333,20.2,18.3833333333333,4,16.7,16.4333333333333,17.7333333333333,17,7,15.15
Avatar: The Last Airbender,True,1,True,True,Action,True,THQ,True,64,E,2006,4.75,6.43333333333333,5,11,2.6,4.06666666666667,6.01666666666667,4,5,2.18333333333333,0,0,0,0,0,5.33333333333333,6.58333333333333,6,6,3.5
Castlevania: Portrait of Ruin,True,1,True,True,Action,True,Konami,True,85,M,2006,13.1333333333333,26.0166666666667,12,80,8.38333333333333,23.1333333333333,31.5,23.9,9,19.25,12.5833333333333,18.6333333333333,12,37,9.25,11.1,15.75,10.5333333333333,34,7.5
Hitman: Blood Money,True,1,True,True,Action,True,Eidos,True,82,E,2006,14.0666666666667,29.7666666666667,13,187,8.26666666666667,19.3333333333333,32.55,18.9,23,13.9,16.0833333333333,23.7,14.75,58,10.4166666666667,11.8166666666667,16.45,12,106,7.45
Rockstar Games presents Table Tennis,True,2,True,True,Sports,True,Rockstar,True,81,M,2006,6,6,6,2,6,0,0,0,0,0,6,6,6,1,6,6,6,6,1,6
Trauma Center: Second Opinion,True,1,True,True,"Action,Simulation",True,Nintendo,True,80,T,2006,9.21666666666667,12.55,9,19,6.7,16,16,16,1,16,10.0833333333333,12.0333333333333,10.0833333333333,2,8.13333333333333,8.68333333333333,11.6333333333333,8.5,16,6.45
Tenchu Z,True,1,True,True,Action,True,Microsoft,True,56,E,2006,34.0333333333333,48.8166666666667,21.25,8,19.8166666666667,59,66.5,67,3,51.5,12,12,12,1,12,20.8166666666667,21.1666666666667,20.8833333333333,4,20.4166666666667
Elite Beat Agents,True,1,True,True,Action,True,Nintendo,True,87,M,2006,10.2666666666667,26.1833333333333,4.5,51,4.18333333333333,30.45,38.85,35,11,20.35,6.4,10.3,4.5,10,3.55,4.15,6.03333333333333,4,30,2.53333333333333
Street Fighter Alpha 3 MAX,True,1,True,True,Action,True,Capcom,True,80,M,2006,3,3.5,3,2,2.5,0,0,0,0,0,4,4,4,1,4,2,2,2,1,2
Blue Dragon,True,1,True,True,Role-Playing (RPG),True,Microsoft,True,79,T,2006,59.9166666666667,88.1666666666667,51.7166666666667,68,42.5333333333333,99.1333333333333,110.8,103,9,88.8666666666667,59.95,86.7333333333333,55,36,45.0666666666667,44.5,52.9,46.0333333333333,23,37.2666666666667
The Lord of the Rings: The Battle for Middle Ea...,True,1,True,True,Strategy,True,EA,True,79,T,2006,20.4333333333333,34.25,16.5833333333333,22,14.75,27.85,38.2,25,8,19.4666666666667,18.8833333333333,20.3333333333333,20,5,17.8,14.7166666666667,19.3,14.5,9,12.8
Prey,True,1,True,True,Action,True,2K,True,79,T,2006,8.35,16.8,8,135,6.26666666666667,12.8333333333333,18.9333333333333,12,12,9.15,9.31666666666667,12.0666666666667,9,28,7.48333333333333,7.5,9.86666666666667,7.95,95,6.05
Over the Hedge,True,1,True,True,Adventure,True,Activision,True,71,E,2006,7.21666666666667,10.7833333333333,5.93333333333333,4,4.28333333333333,15,15,15,1,15,5.93333333333333,6.16666666666667,5.93333333333333,2,5.7,2,2,2,1,2
Capcom Classics Collection Reloaded,True,1,True,True,Action,True,Capcom,True,75,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pirates of the Caribbean: Dead Man's Chest,True,1,True,True,Action,True,,True,52,T,2006,2.68333333333333,3.16666666666667,2.5,4,2.28333333333333,3.75,3.75,3.75,1,3.75,2.83333333333333,2.83333333333333,2.83333333333333,1,2.83333333333333,2.08333333333333,2.11666666666667,2.08333333333333,2,2.03333333333333
NHL 07 ,True,1,True,True,Sports,True,EA,True,79,T,2006,9,9.5,9,2,8.5,8,8,8,1,8,0,0,0,0,0,10,10,10,1,10
Monster Hunter Freedom,True,1,True,True,"Action,Strategy",True,Capcom,True,71,E,2006,279.733333333333,445.2,101.1,6,120.2,683.133333333333,691.566666666667,683.133333333333,2,674.7,84.0666666666667,103.116666666667,76,3,65.0166666666667,60,60,60,1,60
Chromehounds,True,1,True,True,"Action,Simulation,Strategy",True,Sega,True,71,T,2006,32.6666666666667,48.1666666666667,16,3,17.1666666666667,72,72,72,1,72,16,16,16,1,16,10,10,10,1,10
Test Drive Unlimited,True,1,True,True,Racing / Driving,True,Atari,True,82,T,2006,53.4,101.966666666667,38.5,22,32.9666666666667,112.666666666667,132.166666666667,100,3,93.1666666666667,55.6666666666667,96.4166666666667,50,11,41.4166666666667,28.0833333333333,32.0166666666667,30,8,24.5166666666667
Dragon Ball Z: Budokai Tenkaichi 2,True,2,True,True,Action,True,Atari,True,72,E,2006,17.6333333333333,30.55,14.6,16,12.5666666666667,28.8833333333333,35.9666666666667,25,5,24.7166666666667,14,17.05,14.2,5,11.55,11.2833333333333,12.8166666666667,10,6,10.3
Dragon Quest Monsters: Joker,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,75,T,2006,37.9666666666667,62.0333333333333,37.65,14,25.0333333333333,63.6333333333333,74.95,63.6333333333333,2,52.3166666666667,30.0333333333333,37.4666666666667,35.8333333333333,3,22.6,34.9,39.55,37.3,9,30.4166666666667
Pirates of the Caribbean: Dead Man's Chest,True,1,True,True,Action,True,,True,63,E,2006,2.68333333333333,3.16666666666667,2.5,4,2.28333333333333,3.75,3.75,3.75,1,3.75,2.83333333333333,2.83333333333333,2.83333333333333,1,2.83333333333333,2.08333333333333,2.11666666666667,2.08333333333333,2,2.03333333333333
NFL Street 3,True,1,True,True,"Action,Sports",True,EA,True,68,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syphon Filter: Dark Mirror,True,1,True,True,Action,True,Sony,True,87,M,2006,8.46666666666667,11.4333333333333,7.28333333333333,8,6.68333333333333,15,15,15,1,15,9.25,10.0833333333333,9.25,2,8.41666666666667,6.85,7.33333333333333,7,5,6.2
NBA 07,True,4,True,True,Sports,True,Sony,True,63,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ridge Racer 7,True,2,True,True,Racing / Driving,True,"Namco,Sony",True,78,E,2006,21.25,33.4333333333333,12.5,4,13.4333333333333,50,50,50,1,50,15,15,15,1,15,10,10,10,2,10
The Outfit,True,2,True,True,Action,True,THQ,True,70,E,2006,7.86666666666667,7.93333333333333,7.86666666666667,2,7.8,0,0,0,0,0,7.75,7.75,7.75,1,7.75,8,8,8,1,8
Elebits,True,4,True,True,Action,True,Konami,True,75,T,2006,8.01666666666667,9.25,9,5,6.3,0,0,0,0,0,0,0,0,0,0,8.01666666666667,9.25,9,5,6.3
Tony Hawk's Downhill Jam,True,1,True,True,"Racing / Driving,Sports",True,Activision,True,76,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sims 2: Pets,True,1,True,True,Simulation,True,EA,True,57,T,2006,27.7,31.55,27.7,2,23.85,0,0,0,0,0,27.7,31.55,27.7,2,23.85,0,0,0,0,0
Tiger Woods PGA Tour 07,True,1,True,True,Sports,True,EA,True,78,E,2006,10,10,10,1,10,0,0,0,0,0,0,0,0,0,0,10,10,10,1,10
Thrillville,True,1,True,True,"Simulation,Strategy",True,Atari,True,72,E,2006,8.23333333333333,8.23333333333333,8.23333333333333,1,8.23333333333333,0,0,0,0,0,8.23333333333333,8.23333333333333,8.23333333333333,1,8.23333333333333,0,0,0,0,0
The Godfather: The Game,True,1,True,True,Action,True,EA,True,77,T,2006,21.15,31.2833333333333,20,42,12.45,27.5666666666667,33.6333333333333,29,11,17.4166666666667,23.7666666666667,32.7,23.0666666666667,17,17.15,12.9333333333333,15.4833333333333,15,14,9.15
Rampage: Total Destruction,True,4,True,True,Action,True,Midway,True,46,E,2006,5,5,5,1,5,0,0,0,0,0,0,0,0,0,0,5,5,5,1,5
College Hoops 2K7,True,4,True,True,Sports,True,2K,True,82,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Far Cry: Instincts - Predator,True,4,True,True,Action,True,Ubisoft,True,78,E,2006,18.7666666666667,23.4166666666667,17.9166666666667,7,16.3333333333333,20,20,20,1,20,21.4,24.1,18,3,18.7166666666667,15.7333333333333,16.6333333333333,14.9833333333333,3,14.85
Full Auto,True,2,True,True,"Action,Racing / Driving",True,Sega,True,70,E,2006,5,5,5,1,5,0,0,0,0,0,0,0,0,0,0,5,5,5,1,5
Age of Empires: The Age of Kings,True,1,True,True,Strategy,True,,True,80,T,2006,57.85,156.95,50,38,32.7833333333333,62.4166666666667,83.1,70,9,39.1,75.9333333333333,164.233333333333,61,10,40.0666666666667,46.15,73.0333333333333,46,19,29.0333333333333
Need for Speed: Carbon - Own the City,True,1,True,True,"Action,Racing / Driving",True,EA,True,70,T,2006,18.0333333333333,19.1833333333333,18.0333333333333,2,16.8666666666667,20.35,20.35,20.35,1,20.35,0,0,0,0,0,15.7166666666667,15.7166666666667,15.7166666666667,1,15.7166666666667
Brothers in Arms: D-Day,True,1,True,True,Action,True,Ubisoft,True,65,T,2006,8,8,8,2,8,0,0,0,0,0,0,0,0,0,0,8,8,8,2,8
Family Guy Video Game!,True,1,True,True,Action,True,2K,True,51,M,2006,6.1,7.48333333333333,5.88333333333333,5,4.98333333333333,0,0,0,0,0,0,0,0,0,0,6.1,7.48333333333333,5.88333333333333,5,4.98333333333333
Superman Returns,True,1,True,True,Action,True,EA,True,51,E,2006,18.7666666666667,22.6833333333333,22,5,13.6833333333333,21.7166666666667,23.55,22.5,4,19.4833333333333,0,0,0,0,0,7,7,7,1,7
Over G Fighters,True,2,True,True,Simulation,True,Ubisoft,True,49,E,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Final Fantasy XI Online,True,1,True,True,"Action,Role-Playing (RPG)",True,SquareEnix,True,66,E,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mystery Dungeon: Shiren the Wanderer,True,1,True,True,"Action,Role-Playing (RPG)",True,Sega,True,69,T,2006,33,38.5,33,2,27.5,44,44,44,1,44,0,0,0,0,0,22,22,22,1,22
Phoenix Wright: Ace Attorney - Justice for All,True,1,True,True,"Adventure,Simulation",True,Capcom,True,76,E,2006,18.8333333333333,30.7666666666667,18.3,136,13.2833333333333,19.7333333333333,27.3666666666667,19.7833333333333,58,13.8666666666667,20.7333333333333,26.8166666666667,19.9166666666667,11,17.65,17.75,30.2833333333333,17.5,67,13.65
Justice League Heroes,True,1,True,True,Action,True,,True,72,M,2006,10.3666666666667,14.3833333333333,5,3,6.33333333333333,21.1,21.1,21.1,1,21.1,0,0,0,0,0,5,5,5,2,5
Valhalla Knights,True,1,True,True,"Action,Role-Playing (RPG)",True,,True,53,T,2006,100,100,100,1,100,0,0,0,0,0,100,100,100,1,100,0,0,0,0,0
Genji: Days of the Blade,True,1,True,True,"Action,Role-Playing (RPG)",True,Sony,True,55,T,2006,13.3333333333333,18.0666666666667,12,10,10.8333333333333,0,0,0,0,0,0,0,0,0,0,13.3333333333333,18.0666666666667,12,10,10.8333333333333
Top Spin 2,True,4,True,True,Sports,True,2K,True,75,T,2006,10,10,10,1,10,0,0,0,0,0,0,0,0,0,0,10,10,10,1,10
Field Commander,True,2,True,True,Strategy,True,"Sony,Ubisoft",True,77,T,2006,13.8833333333333,14.4333333333333,13.8833333333333,2,13.3166666666667,0,0,0,0,0,0,0,0,0,0,13.8833333333333,14.4333333333333,13.8833333333333,2,13.3166666666667
Children of Mana,True,1,True,True,"Action,Role-Playing (RPG)",True,"Nintendo,SquareEnix",True,65,E,2006,22.55,35.8333333333333,22.1166666666667,29,16.5833333333333,27.95,31.0833333333333,28.9333333333333,5,25.75,24.1166666666667,36.5833333333333,23.55,14,17.3333333333333,17.6833333333333,24.4333333333333,15,10,14.1666666666667
Valkyrie Profile: Lenneth,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,80,E,2006,37.5,67.9666666666667,34.3833333333333,31,28.9833333333333,48.7666666666667,72.2166666666667,40.1166666666667,6,39.4166666666667,36.8333333333333,42.4666666666667,35.0666666666667,11,30.9333333333333,33.1833333333333,44.2833333333333,29.9833333333333,14,26.8
Monster House,True,1,True,True,Action,True,THQ,True,62,M,2006,6.66666666666667,6.66666666666667,6.66666666666667,1,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,1,6.66666666666667,0,0,0,0,0,0,0,0,0,0
Enchanted Arms,True,1,True,True,Role-Playing (RPG),True,Ubisoft,True,69,E,2006,43.2833333333333,70.8166666666667,40,51,29.8166666666667,52.4,74.95,47.45,22,34.3666666666667,43.65,71.6666666666667,43.0333333333333,19,30.8333333333333,22.4833333333333,25.2666666666667,21.8333333333333,10,20.0666666666667
NHL 07,True,4,True,True,Sports,True,EA,True,76,M,2006,9,9.5,9,2,8.5,8,8,8,1,8,0,0,0,0,0,10,10,10,1,10
Bust-a-Move Deluxe,True,2,True,True,Strategy,True,,True,73,M,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Auto 2: Battlelines,True,2,True,True,"Action,Racing / Driving",True,Sega,True,67,T,2006,10.0333333333333,11.15,9.58333333333333,4,9.15,12.5,12.5,12.5,1,12.5,10.1833333333333,10.1833333333333,10.1833333333333,1,10.1833333333333,8.75,8.86666666666667,8.75,2,8.61666666666667
Blitz: The League,True,2,True,True,Sports,True,Midway,True,69,T,2006,15,15,15,1,15,0,0,0,0,0,0,0,0,0,0,15,15,15,1,15
Star Trek Legacy,True,2,True,True,"Action,Strategy",True,Ubisoft,True,64,E,2006,9.03333333333333,10.1,9,5,7.5,9,9,9,1,9,8,8,8,1,8,9.4,10.7,11,3,8.1
Eragon,True,1,True,True,"Action,Role-Playing (RPG)",True,,True,63,E,2006,8.83333333333333,12.7,8,11,5.58333333333333,11.6666666666667,13.9166666666667,10,6,9.41666666666667,0,0,0,0,0,5.43333333333333,6.35,6,5,4.23333333333333
Master of Illusion,True,1,True,True,Strategy,True,Nintendo,True,69,E,2006,4.1,4.51666666666667,4.1,2,3.66666666666667,4.1,4.51666666666667,4.1,2,3.66666666666667,0,0,0,0,0,0,0,0,0,0
Mega Man ZX,True,1,True,True,Action,True,Capcom,True,76,T,2006,11.2666666666667,16.05,10.9666666666667,22,8.05,15.9666666666667,16.45,15.9666666666667,2,15.4833333333333,13.1333333333333,16.5333333333333,11,9,10.75,8.88333333333333,11.95,8.95,11,6.93333333333333
Untold Legends: The Warrior's Code,True,1,True,True,"Action,Role-Playing (RPG)",True,"Sony,Ubisoft",True,65,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Swing Golf,True,1,True,True,Sports,True,,True,72,T,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X-Men: The Official Game,True,1,True,True,Action,True,Activision,True,52,M,2006,11.8833333333333,14.1833333333333,12.0666666666667,8,9.95,11.3166666666667,12.1333333333333,12.25,3,10.4833333333333,12.0666666666667,14.1833333333333,11.8833333333333,3,9.95,12.5,13.25,12.5,2,11.75
Untold Legends: Dark Kingdom,True,2,True,True,"Action,Role-Playing (RPG)",True,"EA,Sony",True,58,E,2006,24.75,26.4333333333333,25,4,22.9333333333333,28,28,28,1,28,23.6666666666667,24.6666666666667,25,3,22.6666666666667,0,0,0,0,0
Happy Feet,True,2,True,True,Action,True,Midway,True,46,E,2006,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.666666666666667,0.666666666666667,1,0.666666666666667
Open Season,True,1,True,True,Action,True,Ubisoft,True,72,T,2006,5.46666666666667,7.3,3.75,8,3.43333333333333,7.61666666666667,9.01666666666667,8.5,4,5.76666666666667,2.25,2.25,2.25,1,2.25,3.66666666666667,3.78333333333333,3.5,3,3.53333333333333
Dungeon Siege: Throne of Agony,True,1,True,True,Role-Playing (RPG),True,2K,True,74,E,2006,17.6,18.6,16.8333333333333,5,16.8333333333333,16.8333333333333,16.8333333333333,16.8333333333333,1,16.8333333333333,18.3833333333333,19.1833333333333,18.3833333333333,2,17.5833333333333,17.2166666666667,17.6,17.2166666666667,2,16.8333333333333
LocoRoco,True,1,True,True,"Action,Strategy",True,Sony,True,83,T,2006,8.16666666666667,18.9833333333333,6,40,5.05,18.6666666666667,18.6666666666667,18.6666666666667,1,18.6666666666667,13.5166666666667,21.7333333333333,11.6333333333333,12,9.68333333333333,5.4,9.13333333333333,5,27,4.1
Dead or Alive: Xtreme 2,True,1,True,True,"Racing / Driving,Sports",True,,True,53,T,2006,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1
Fuzion Frenzy 2,True,4,True,True,"Action,Sports",True,Microsoft,True,49,T,2006,4.36666666666667,6.51666666666667,3.75,4,2.51666666666667,9,9,9,1,9,5,5,5,1,5,1.75,2.11666666666667,1.75,2,1.36666666666667
MotoGP '06,True,4,True,True,"Racing / Driving,Simulation,Sports",True,THQ,True,80,M,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lumines II,True,2,True,True,Strategy,True,,True,81,E,2006,14.5,14.75,14.5,2,14.25,0,0,0,0,0,14,14,14,1,14,15,15,15,1,15
Major League Baseball 2K6,True,1,True,True,Sports,True,2K,True,69,M,2006,7.65,9.9,8,3,5.4,7.65,9.9,8,3,5.4,0,0,0,0,0,0,0,0,0,0
Star Wars: Lethal Alliance,True,1,True,True,Action,True,Ubisoft,True,61,T,2006,5.66666666666667,6.21666666666667,5,5,5.16666666666667,0,0,0,0,0,0,0,0,0,0,5.66666666666667,6.21666666666667,5,5,5.16666666666667
Worms: Open Warfare,True,1,True,True,"Action,Strategy",True,THQ,True,70,T,2006,9.11666666666667,9.55,9.11666666666667,2,8.68333333333333,10,10,10,1,10,0,0,0,0,0,8.25,8.25,8.25,1,8.25
Eragon,True,4,True,True,Action,True,,True,59,E,2006,8.83333333333333,12.7,8,11,5.58333333333333,11.6666666666667,13.9166666666667,10,6,9.41666666666667,0,0,0,0,0,5.43333333333333,6.35,6,5,4.23333333333333
Metal Slug Anthology,True,4,True,True,Action,True,,True,73,T,2006,7.48333333333333,11.1166666666667,7,15,5.28333333333333,8.5,9.25,8.5,2,7.75,11,13,11,2,9,6.66666666666667,10.1666666666667,6,11,4.83333333333333
Open Season,True,4,True,True,Action,True,Ubisoft,True,59,E,2006,5.46666666666667,7.3,3.75,8,3.43333333333333,7.61666666666667,9.01666666666667,8.5,4,5.76666666666667,2.25,2.25,2.25,1,2.25,3.66666666666667,3.78333333333333,3.5,3,3.53333333333333
Tom Clancy's Splinter Cell: Double Agent,True,2,True,True,Action,True,Ubisoft,True,61,T,2006,12.4166666666667,35.85,11,76,8.85,17.3666666666667,37.1666666666667,11.3333333333333,9,11.2166666666667,11.9333333333333,19.25,11,27,8.73333333333333,11.6166666666667,15.65,11,40,9.65
Avatar: The Last Airbender,True,1,True,True,Action,True,THQ,True,57,E,2006,4.75,6.43333333333333,5,11,2.6,4.06666666666667,6.01666666666667,4,5,2.18333333333333,0,0,0,0,0,5.33333333333333,6.58333333333333,6,6,3.5
Lemmings,True,1,True,True,Strategy,True,Sony,True,76,E,2006,20.4333333333333,25.9833333333333,20.8,10,16.3,13.6,13.6,13.6,1,13.6,22.0833333333333,26.45,21,4,18.2666666666667,20.4666666666667,23.0166666666667,21.6166666666667,5,16.5166666666667
Mega Man Powered Up,True,1,True,True,Action,True,Capcom,True,82,E,2006,5.63333333333333,7.83333333333333,5.75,6,3.53333333333333,0,0,0,0,0,8.5,9.11666666666667,8,3,7.86666666666667,2.78333333333333,3.43333333333333,3,3,2.13333333333333
College Hoops 2K6,True,1,True,True,Sports,True,2K,True,70,E,2006,1.55,1.78333333333333,1.56666666666667,3,1.33333333333333,1.55,1.78333333333333,1.56666666666667,3,1.33333333333333,0,0,0,0,0,0,0,0,0,0
Dynasty Warriors 5: Empires,True,2,True,True,"Action,Role-Playing (RPG),Strategy",True,,True,61,T,2006,34.3166666666667,79.2666666666667,22.7833333333333,10,21.1166666666667,42.9333333333333,83.2333333333333,30,7,25.7333333333333,0,0,0,0,0,14.2166666666667,14.55,14,3,13.9
Magical Starsign,True,1,True,True,Role-Playing (RPG),True,Nintendo,True,69,E,2006,28.9666666666667,34.1166666666667,28.7833333333333,21,24.9,34,34,34,1,34,32.1833333333333,35.7333333333333,32,6,29.0333333333333,27.2166666666667,30.9833333333333,25.8333333333333,14,23.7333333333333
Resident Evil: Deadly Silence,True,1,True,True,Action,True,Capcom,True,71,E,2006,6.9,9.76666666666667,6.16666666666667,18,4.88333333333333,10.2833333333333,11.6333333333333,10.2833333333333,2,8.93333333333333,7.58333333333333,8.5,6,5,6.28333333333333,5.98333333333333,6.98333333333333,6,11,4.61666666666667
