Titulo,Compañia_Desarrollo,Fecha_Lanzamiento,Genero,Plataforma,Multiplataforma,Portátil,Online,Max_Jugadores,Rating,Ranking,Puntuacion_Reseña,Secuela,Licenciado,Ventas_NA,Ventas_EU,Ventas_JP,Ventas_Otros,Ventas_Globales,Ventas_estimadas,Exitoso
Disney's_Chip_'n_Dale,Capcom,1990.0,Platform,NES,False,False,False,0.0,Desconocido,1697.0,0.0,False,False,0.68,0.14,0.35,0.02,1190000.0,0.0,True
The_Dukes_of_Hazzard,Ubisoft,1999.0,Racing,PS,False,False,False,0.0,Desconocido,1698.0,0.0,False,False,0.99,0.16,0.0,0.04,1190000.0,0.0,True
Final_Fantasy_I_&_II,Nintendo,2004.0,Role-Playing,GBA,False,False,False,0.0,Desconocido,1702.0,0.0,False,False,0.64,0.24,0.29,0.02,1190000.0,0.0,True
NBA_2K17,Take-Two Interactive,2016.0,Sports,PS4,False,False,False,0.0,Desconocido,1703.0,0.0,False,False,0.83,0.14,0.0,0.22,1190000.0,0.0,True
NBA_2K17,Take-Two Interactive,2016.0,Sports,XOne,False,False,False,0.0,Desconocido,3147.0,0.0,False,False,0.54,0.04,0.0,0.07,640000.0,0.0,True
NBA_2K17,Take-Two Interactive,2016.0,Sports,X360,False,False,False,0.0,Desconocido,12871.0,0.0,False,False,0.04,0.0,0.0,0.01,50000.0,0.0,False
NBA_2K17,Take-Two Interactive,2016.0,Sports,PS3,False,False,False,0.0,Desconocido,13234.0,0.0,False,False,0.03,0.01,0.0,0.01,50000.0,0.0,False
Pokemon_Super_Mystery_Dungeon,Nintendo,2015.0,Role-Playing,3DS,False,False,False,0.0,Desconocido,1704.0,0.0,False,False,0.46,0.31,0.33,0.08,1190000.0,0.0,True
Metal_Gear_Solid_VR_Missions,Konami Digital Entertainment,1999.0,Adventure,PS,False,False,False,0.0,Desconocido,1706.0,0.0,False,False,0.66,0.45,0.0,0.08,1180000.0,0.0,True
Pole_Position,Atari,1982.0,Racing,2600,False,False,False,0.0,Desconocido,1707.0,0.0,False,False,1.1,0.07,0.0,0.01,1180000.0,0.0,True
Resident_Evil,Capcom,2012.0,Action,PS3,False,False,False,0.0,Desconocido,1708.0,0.0,False,False,0.48,0.25,0.36,0.1,1180000.0,0.0,True
Resident_Evil,Capcom,2012.0,Action,X360,False,False,False,0.0,Desconocido,2649.0,0.0,False,False,0.55,0.15,0.03,0.06,780000.0,0.0,True
Resident_Evil,Capcom,2012.0,Action,PC,False,False,False,0.0,Desconocido,13753.0,0.0,False,False,0,0.03,0.0,0.01,40000.0,0.0,False
Pro_Yakyuu_Family_Stadium_'88,Namco Bandai Games,1988.0,Sports,NES,False,False,False,0.0,Desconocido,1710.0,0.0,False,False,0.1,0.0,1.08,0.0,1180000.0,0.0,True
Shenmue,Sega,1999.0,Adventure,DC,False,False,False,0.0,Desconocido,1711.0,0.0,False,False,0.52,0.24,0.38,0.04,1180000.0,0.0,True
WWE_SmackDown_vs._Raw_2010,THQ,2009.0,Fighting,PS3,False,False,False,0.0,Desconocido,1715.0,0.0,False,False,0.48,0.49,0.01,0.2,1180000.0,0.0,True
WWE_SmackDown_vs._Raw_2010,THQ,2009.0,Fighting,PS2,False,False,False,0.0,Desconocido,1927.0,0.0,False,False,0.53,0.01,0.0,0.54,1070000.0,0.0,True
WWE_SmackDown_vs._Raw_2010,THQ,2009.0,Fighting,X360,False,False,False,0.0,Desconocido,1983.0,0.0,False,False,0.56,0.38,0.01,0.11,1050000.0,0.0,True
WWE_SmackDown_vs._Raw_2010,THQ,2009.0,Fighting,Wii,False,False,False,0.0,Desconocido,2740.0,0.0,False,False,0.51,0.17,0.0,0.07,750000.0,0.0,True
WWE_SmackDown_vs._Raw_2010,THQ,2009.0,Fighting,PSP,False,False,False,0.0,Desconocido,3270.0,0.0,False,False,0.25,0.23,0.0,0.14,620000.0,0.0,True
WWE_SmackDown_vs._Raw_2010,THQ,2009.0,Fighting,DS,False,False,False,0.0,Desconocido,3739.0,0.0,False,False,0.35,0.14,0.0,0.05,540000.0,0.0,False
Plants_vs._Zombies,Mastertronic,2011.0,Strategy,DS,False,False,False,0.0,Desconocido,1716.0,0.0,False,False,0.95,0.15,0.0,0.08,1180000.0,0.0,True
Plants_vs._Zombies,PopCap Games,2010.0,Strategy,X360,False,False,False,0.0,Desconocido,6514.0,0.0,False,False,0.24,0.0,0.0,0.02,260000.0,0.0,False
Plants_vs._Zombies,PopCap Games,2011.0,Strategy,PS3,False,False,False,0.0,Desconocido,7821.0,0.0,False,False,0.18,0.0,0.0,0.01,190000.0,0.0,False
Plants_vs._Zombies,PopCap Games,2009.0,Strategy,PC,False,False,False,0.0,Desconocido,13034.0,0.0,False,False,0,0.04,0.0,0.01,50000.0,0.0,False
Super_Ghouls_'n_Ghosts,Capcom,1991.0,Platform,SNES,False,False,False,0.0,Desconocido,1718.0,0.0,False,False,0.5,0.14,0.52,0.02,1180000.0,0.0,True
Super_Ghouls_'n_Ghosts,Capcom,2002.0,Platform,GBA,False,False,False,0.0,Desconocido,11769.0,0.0,False,False,0.05,0.02,0.0,0.0,70000.0,0.0,False
Spore,Electronic Arts,2008.0,Strategy,PC,False,False,False,0.0,Desconocido,1719.0,0.0,False,False,0.03,1.06,0.0,0.09,1170000.0,0.0,True
Soviet_Strike,Electronic Arts,1996.0,Simulation,PS,False,False,False,0.0,Desconocido,1720.0,0.0,False,False,0.65,0.44,0.0,0.08,1170000.0,0.0,True
Your_Shape,Ubisoft,2011.0,Sports,X360,False,False,False,0.0,Desconocido,1721.0,0.0,False,False,0.7,0.37,0.0,0.1,1170000.0,0.0,True
Gun,Activision,2005.0,Shooter,PS2,False,False,False,0.0,Desconocido,1723.0,0.0,False,False,0.98,0.04,0.0,0.16,1170000.0,0.0,True
Gun,Activision,2005.0,Shooter,XB,False,False,False,0.0,Desconocido,3861.0,0.0,False,False,0.38,0.12,0.0,0.02,520000.0,0.0,False
Gun,Activision,0.0,Shooter,X360,False,False,False,0.0,Desconocido,6316.0,0.0,False,False,0.24,0.01,0.0,0.02,270000.0,0.0,False
Gun,Activision,2005.0,Shooter,GC,False,False,False,0.0,Desconocido,8121.0,0.0,False,False,0.14,0.04,0.0,0.0,180000.0,0.0,False
Ty_the_Tasmanian_Tiger,Electronic Arts,2002.0,Platform,PS2,False,False,False,0.0,Desconocido,1724.0,0.0,False,False,0.57,0.45,0.0,0.15,1170000.0,0.0,True
Ty_the_Tasmanian_Tiger,Electronic Arts,2002.0,Platform,GC,False,False,False,0.0,Desconocido,6330.0,0.0,False,False,0.21,0.05,0.0,0.01,270000.0,0.0,False
Ty_the_Tasmanian_Tiger,Electronic Arts,2002.0,Platform,XB,False,False,False,0.0,Desconocido,8020.0,0.0,False,False,0.14,0.04,0.0,0.01,180000.0,0.0,False
Wario_Land,Nintendo,2008.0,Platform,Wii,True,True,True,1.0,T,1725.0,78.0,True,True,0.6,0.31,0.15,0.11,1170000.0,0.0,True
Sonic_Rush_Adventure,Sega,2007.0,Platform,DS,True,True,True,1.0,T,1726.0,78.0,True,True,0.54,0.49,0.01,0.12,1170000.0,0.0,True
Mega_Man_3,Capcom,1990.0,Platform,NES,False,False,False,0.0,Desconocido,1728.0,0.0,False,False,0.68,0.1,0.39,0.0,1170000.0,0.0,True
Ratchet_&_Clank_(2016),Sony Computer Entertainment,2016.0,Platform,PS4,False,False,False,0.0,Desconocido,1729.0,0.0,False,False,0.32,0.64,0.04,0.18,1170000.0,0.0,True
Mission,Ocean,1997.0,Action,N64,False,False,False,0.0,Desconocido,1730.0,0.0,False,False,0.74,0.38,0.02,0.03,1170000.0,0.0,True
Mission,Infogrames,1999.0,Action,PS,False,False,False,0.0,Desconocido,3847.0,0.0,False,False,0.29,0.2,0.0,0.03,520000.0,0.0,False
Romancing_SaGa_2,SquareSoft,1993.0,Role-Playing,SNES,False,False,False,0.0,Desconocido,1731.0,0.0,False,False,0,0.0,1.17,0.0,1170000.0,0.0,True
Cabela's_Dangerous_Hunts,Zoo Digital Publishing,2003.0,Sports,PS2,False,False,False,0.0,Desconocido,1732.0,0.0,False,False,0.57,0.45,0.0,0.15,1170000.0,0.0,True
Cabela's_Dangerous_Hunts,Zoo Digital Publishing,2003.0,Sports,XB,False,False,False,0.0,Desconocido,5286.0,0.0,False,False,0.26,0.08,0.0,0.01,350000.0,0.0,False
Cool_Boarders_4,989 Studios,1998.0,Sports,PS,False,False,False,0.0,Desconocido,1733.0,0.0,False,False,0.65,0.44,0.0,0.08,1170000.0,0.0,True
Rage_Racer,Sony Computer Entertainment,1996.0,Racing,PS,False,False,False,0.0,Desconocido,1734.0,0.0,False,False,0.16,0.11,0.83,0.08,1170000.0,0.0,True
Football_Manager_2013,Sega,2012.0,Sports,PC,False,False,False,0.0,Desconocido,1736.0,0.0,False,False,0,0.95,0.0,0.22,1170000.0,0.0,True
Destruction_Derby_2,Psygnosis,1996.0,Racing,PS,False,False,False,0.0,Desconocido,1737.0,0.0,False,False,0.65,0.44,0.0,0.08,1170000.0,0.0,True
Mirror's_Edge,Electronic Arts,2008.0,Platform,X360,True,True,True,1.0,T,1738.0,79.0,True,True,0.51,0.51,0.01,0.13,1170000.0,0.0,True
Mirror's_Edge,Electronic Arts,2008.0,Platform,X360,True,True,True,1.0,T,1738.0,79.0,True,True,0.51,0.51,0.01,0.13,1170000.0,0.0,True
Mirror's_Edge,Electronic Arts,2008.0,Platform,PS3,True,True,True,1.0,T,1790.0,79.0,True,True,0.31,0.59,0.02,0.22,1140000.0,0.0,True
Mirror's_Edge,Electronic Arts,2008.0,Platform,PS3,True,True,True,1.0,T,1790.0,79.0,True,True,0.31,0.59,0.02,0.22,1140000.0,0.0,True
Mirror's_Edge,Electronic Arts,2009.0,Platform,PC,True,True,True,1.0,T,12705.0,79.0,True,True,0,0.05,0.0,0.01,60000.0,0.0,False
Mirror's_Edge,Electronic Arts,2009.0,Platform,PC,True,True,True,1.0,T,12705.0,79.0,True,True,0,0.05,0.0,0.01,60000.0,0.0,False
Mario_vs._Donkey_Kong,Nintendo,2004.0,Puzzle,GBA,False,False,False,0.0,Desconocido,1740.0,0.0,False,False,0.68,0.25,0.21,0.02,1170000.0,0.0,True
EA_Sports_Active,Electronic Arts,2009.0,Sports,Wii,False,False,False,0.0,Desconocido,1742.0,0.0,False,False,0.78,0.28,0.0,0.1,1160000.0,0.0,True
Final_Fantasy_Tactics,Square Enix,2007.0,Role-Playing,PSP,False,False,False,0.0,Desconocido,1745.0,0.0,False,False,0.45,0.25,0.3,0.16,1160000.0,0.0,True
Midnight_Club_3,Take-Two Interactive,2006.0,Racing,PS2,False,False,False,0.0,Desconocido,1746.0,0.0,False,False,0.97,0.04,0.0,0.16,1160000.0,0.0,True
Midnight_Club_3,Take-Two Interactive,2006.0,Racing,XB,False,False,False,0.0,Desconocido,7532.0,0.0,False,False,0.15,0.04,0.0,0.01,200000.0,0.0,False
Tom_Clancy's_Ghost_Recon,Ubisoft,2004.0,Shooter,PS2,False,False,False,0.0,Desconocido,1747.0,0.0,False,False,0.57,0.44,0.0,0.15,1160000.0,0.0,True
Bushido_Blade,Sony Computer Entertainment,1997.0,Fighting,PS,False,False,False,0.0,Desconocido,1749.0,0.0,False,False,0.39,0.27,0.43,0.08,1160000.0,0.0,True
NASCAR_Thunder_2002,Electronic Arts,2001.0,Racing,PS2,False,False,False,0.0,Desconocido,1751.0,0.0,False,False,0.57,0.44,0.0,0.15,1160000.0,0.0,True
NASCAR_Thunder_2002,Electronic Arts,2001.0,Racing,PS,False,False,False,0.0,Desconocido,4601.0,0.0,False,False,0.23,0.16,0.0,0.03,420000.0,0.0,False
NASCAR_Thunder_2002,Electronic Arts,2001.0,Racing,XB,False,False,False,0.0,Desconocido,5480.0,0.0,False,False,0.25,0.07,0.0,0.01,330000.0,0.0,False
Jet_Force_Gemini,Nintendo,1999.0,Shooter,N64,False,False,False,0.0,Desconocido,1752.0,0.0,False,False,0.78,0.28,0.07,0.02,1160000.0,0.0,True
Mega_Man_X,Capcom,1993.0,Platform,SNES,False,False,False,0.0,Desconocido,1753.0,0.0,False,False,0.57,0.08,0.5,0.01,1160000.0,0.0,True
Yu-Gi-Oh!_The_Sacred_Cards_(American_and_Others_sales),Konami Digital Entertainment,2002.0,Role-Playing,GBA,False,False,False,0.0,Desconocido,1754.0,0.0,False,False,0.84,0.27,0.0,0.05,1160000.0,0.0,True
Sega_Rally_Championship,Sega,1995.0,Racing,SAT,False,False,False,0.0,Desconocido,1755.0,0.0,False,False,0.21,0.16,0.77,0.02,1160000.0,0.0,True
Test_Drive,Eidos Interactive,1997.0,Racing,PS,False,False,False,0.0,Desconocido,1756.0,0.0,False,False,0.65,0.44,0.0,0.08,1160000.0,0.0,True
Medal_of_Honor_Heroes_2,Electronic Arts,2007.0,Shooter,PSP,False,False,False,0.0,Desconocido,1757.0,0.0,False,False,0.5,0.39,0.02,0.25,1160000.0,0.0,True
Medal_of_Honor_Heroes_2,Electronic Arts,2007.0,Shooter,Wii,False,False,False,0.0,Desconocido,4592.0,0.0,False,False,0.34,0.04,0.01,0.04,420000.0,0.0,False
Sniper,City Interactive,2010.0,Shooter,X360,False,False,False,0.0,Desconocido,1758.0,0.0,False,False,0.54,0.51,0.0,0.12,1160000.0,0.0,True
Sniper,City Interactive,2011.0,Shooter,PS3,False,False,False,0.0,Desconocido,2595.0,0.0,False,False,0.26,0.36,0.04,0.14,800000.0,0.0,True
Sniper,City Interactive,2010.0,Shooter,PC,False,False,False,0.0,Desconocido,8654.0,0.0,False,False,0,0.13,0.0,0.03,160000.0,0.0,False
Rocksmith,Ubisoft,2011.0,Misc,PS3,False,False,False,0.0,Desconocido,1759.0,0.0,False,False,0.52,0.38,0.09,0.17,1160000.0,0.0,True
Rocksmith,Ubisoft,2011.0,Misc,X360,False,False,False,0.0,Desconocido,1825.0,0.0,False,False,0.84,0.2,0.01,0.08,1120000.0,0.0,True
Rocksmith,Unknown,0.0,Misc,PC,False,False,False,0.0,Desconocido,9842.0,0.0,False,False,0.06,0.04,0.0,0.01,120000.0,0.0,False
Plants_vs._Zombies,Electronic Arts,2014.0,Shooter,X360,False,False,False,0.0,Desconocido,1762.0,0.0,False,False,0.51,0.54,0.0,0.1,1160000.0,0.0,True
Plants_vs._Zombies,Electronic Arts,2014.0,Shooter,PS3,False,False,False,0.0,Desconocido,2690.0,0.0,False,False,0.22,0.4,0.01,0.14,760000.0,0.0,True
Plants_vs._Zombies,Electronic Arts,2014.0,Shooter,XOne,False,False,False,0.0,Desconocido,2974.0,0.0,False,False,0.39,0.23,0.0,0.06,680000.0,0.0,True
Plants_vs._Zombies,Electronic Arts,2014.0,Shooter,PS4,False,False,False,0.0,Desconocido,3289.0,0.0,False,False,0.21,0.29,0.01,0.11,610000.0,0.0,True
Plants_vs._Zombies,Electronic Arts,2014.0,Shooter,PC,False,False,False,0.0,Desconocido,15141.0,0.0,False,False,0,0.02,0.0,0.0,20000.0,0.0,False
Worldwide_Soccer_Manager_2009,Sega,2008.0,Simulation,PC,False,False,False,0.0,Desconocido,1763.0,0.0,False,False,0,1.14,0.0,0.01,1150000.0,0.0,True
Omerta,Konami Digital Entertainment,2011.0,Simulation,PS3,False,False,False,0.0,Desconocido,1764.0,0.0,False,False,0.52,0.46,0.0,0.17,1150000.0,0.0,True
Omerta,Konami Digital Entertainment,2011.0,Simulation,X360,False,False,False,0.0,Desconocido,2863.0,0.0,False,False,0.42,0.23,0.0,0.06,710000.0,0.0,True
Gauntlet,Midway Games,2001.0,Action,PS2,False,False,False,0.0,Desconocido,1765.0,0.0,False,False,0.56,0.44,0.0,0.15,1150000.0,0.0,True
Gauntlet,Midway Games,2002.0,Action,GC,False,False,False,0.0,Desconocido,8104.0,0.0,False,False,0.14,0.04,0.0,0.0,180000.0,0.0,False
Gauntlet,Midway Games,2002.0,Action,XB,False,False,False,0.0,Desconocido,8415.0,0.0,False,False,0.13,0.04,0.0,0.01,170000.0,0.0,False
Ninja_Gaiden_Sigma,Eidos Interactive,2007.0,Action,PS3,True,True,True,1.0,E,1766.0,88.0,True,True,0.57,0.33,0.09,0.16,1150000.0,0.0,True
Ninja_Gaiden_Sigma,Tecmo Koei,2012.0,Action,PSV,True,True,True,1.0,E,6419.0,88.0,True,True,0.13,0.06,0.04,0.04,270000.0,0.0,False
Bad_Boys,Empire Interactive,2004.0,Shooter,PS2,False,False,False,0.0,Desconocido,1767.0,0.0,False,False,0.56,0.44,0.0,0.15,1150000.0,0.0,True
Bad_Boys,Empire Interactive,2004.0,Shooter,XB,False,False,False,0.0,Desconocido,8090.0,0.0,False,False,0.14,0.04,0.0,0.01,180000.0,0.0,False
Bad_Boys,Empire Interactive,2004.0,Shooter,GC,False,False,False,0.0,Desconocido,13451.0,0.0,False,False,0.03,0.01,0.0,0.0,50000.0,0.0,False
Kaboom!,Activision,1980.0,Misc,2600,False,False,False,0.0,Desconocido,1768.0,0.0,False,False,1.07,0.07,0.0,0.01,1150000.0,0.0,True
Red_Dead_Redemption,Take-Two Interactive,2010.0,Action,PS3,False,False,False,0.0,Desconocido,1769.0,0.0,False,False,0.44,0.46,0.06,0.18,1150000.0,0.0,True
Red_Dead_Redemption,Take-Two Interactive,2010.0,Action,X360,False,False,False,0.0,Desconocido,1923.0,0.0,False,False,0.57,0.39,0.02,0.09,1070000.0,0.0,True
Sonic_and_the_Black_Knight,Sega,2009.0,Platform,Wii,False,False,False,0.0,Desconocido,1770.0,0.0,False,False,0.69,0.35,0.01,0.11,1150000.0,0.0,True
Qix,Nintendo,1990.0,Puzzle,GB,False,False,False,0.0,Desconocido,1772.0,0.0,False,False,0.51,0.2,0.41,0.03,1150000.0,0.0,True
Derby_Stallion_III,ASCII Entertainment,1995.0,Sports,SNES,False,False,False,0.0,Desconocido,1773.0,0.0,False,False,0,0.0,1.15,0.0,1150000.0,0.0,True
Doraemon,Hudson Soft,1986.0,Action,NES,False,False,False,0.0,Desconocido,1774.0,0.0,False,False,0,0.0,1.15,0.0,1150000.0,0.0,True
High_School_Musical_2,Disney Interactive Studios,2008.0,Misc,DS,False,False,False,0.0,Desconocido,1775.0,0.0,False,False,0.5,0.52,0.0,0.13,1150000.0,0.0,True
Ratchet_&_Clank,Sony Computer Entertainment,2011.0,Platform,PS3,False,False,False,0.0,Desconocido,1776.0,0.0,False,False,0.75,0.22,0.05,0.12,1150000.0,0.0,True
Donkey_Konga,Nintendo,2003.0,Misc,GC,False,False,False,0.0,Desconocido,1777.0,0.0,False,False,0.5,0.16,0.46,0.03,1150000.0,0.0,True
Fight_Night_Champion,Electronic Arts,2011.0,Fighting,PS3,False,False,False,0.0,Desconocido,1778.0,0.0,False,False,0.45,0.51,0.0,0.19,1150000.0,0.0,True
Fight_Night_Champion,Electronic Arts,2011.0,Fighting,X360,False,False,False,0.0,Desconocido,2565.0,0.0,False,False,0.4,0.33,0.0,0.07,800000.0,0.0,True
Dragon_Quest_I_&_II,Enix Corporation,1993.0,Role-Playing,SNES,False,False,False,0.0,Desconocido,1779.0,0.0,False,False,0,0.0,1.15,0.0,1150000.0,0.0,True
Tak_and_the_Power_of_Juju,THQ,2003.0,Platform,PS2,False,False,False,0.0,Desconocido,1780.0,0.0,False,False,0.56,0.44,0.0,0.15,1150000.0,0.0,True
Tak_and_the_Power_of_Juju,THQ,2003.0,Platform,GBA,False,False,False,0.0,Desconocido,3678.0,0.0,False,False,0.39,0.15,0.0,0.01,550000.0,0.0,True
Tak_and_the_Power_of_Juju,THQ,2003.0,Platform,GC,False,False,False,0.0,Desconocido,4790.0,0.0,False,False,0.31,0.08,0.0,0.01,400000.0,0.0,False
Puyo_Puyo_Sun_Ketteiban,Compile,1997.0,Puzzle,PS,False,False,False,0.0,Desconocido,1782.0,0.0,False,False,0,0.0,1.07,0.07,1150000.0,0.0,True
Pokemon_Rumble_Blast,Nintendo,2011.0,Action,3DS,False,False,False,0.0,Desconocido,1783.0,0.0,False,False,0.47,0.26,0.35,0.07,1140000.0,0.0,True
Action_Bass,Take-Two Interactive,2000.0,Action,PS,False,False,False,0.0,Desconocido,1784.0,0.0,False,False,0.64,0.43,0.0,0.07,1140000.0,0.0,True
Tenchu,Activision,2003.0,Action,PS2,False,False,False,0.0,Desconocido,1785.0,0.0,False,False,0.44,0.34,0.25,0.11,1140000.0,0.0,True
Shadow_of_the_Colossus,Sony Computer Entertainment,2005.0,Action,PS2,False,False,False,0.0,Desconocido,1786.0,0.0,False,False,0.78,0.03,0.2,0.13,1140000.0,0.0,True
Shadow_of_the_Colossus,Sony Computer Entertainment,2011.0,Action,PS3,False,False,False,0.0,Desconocido,13810.0,0.0,False,False,0,0.0,0.04,0.0,40000.0,0.0,False
Brave_Fencer_Musashi,SquareSoft,1998.0,Role-Playing,PS,False,False,False,0.0,Desconocido,1787.0,0.0,False,False,0.25,0.17,0.65,0.07,1140000.0,0.0,True
Hot_Shots_Golf,Sony Computer Entertainment,2007.0,Sports,PS3,True,True,True,4.0,T,1788.0,81.0,True,True,0.31,0.03,0.76,0.04,1140000.0,0.0,True
Dance_Dance_Revolution_Extreme_2,Konami Digital Entertainment,2005.0,Simulation,PS2,False,False,False,0.0,Desconocido,1789.0,0.0,False,False,0.95,0.04,0.0,0.16,1140000.0,0.0,True
Rabbids_Go_Home,Ubisoft,2009.0,Platform,Wii,False,False,False,0.0,Desconocido,1791.0,0.0,False,False,0.26,0.75,0.0,0.14,1140000.0,0.0,True
Rabbids_Go_Home,Ubisoft,2009.0,Platform,DS,False,False,False,0.0,Desconocido,2827.0,0.0,False,False,0.35,0.3,0.0,0.07,720000.0,0.0,True
South_Park,Acclaim Entertainment,1998.0,Shooter,N64,False,False,False,0.0,Desconocido,1792.0,0.0,False,False,0.9,0.23,0.0,0.02,1140000.0,0.0,True
South_Park,Acclaim Entertainment,1998.0,Shooter,PS,False,False,False,0.0,Desconocido,2895.0,0.0,False,False,0.39,0.27,0.0,0.05,710000.0,0.0,True
Commando,Capcom,1986.0,Action,NES,False,False,False,0.0,Desconocido,1793.0,0.0,False,False,0.71,0.16,0.25,0.03,1140000.0,0.0,True
Commando,Activision,1987.0,Action,2600,False,False,False,0.0,Desconocido,4196.0,0.0,False,False,0.44,0.02,0.0,0.0,470000.0,0.0,False
Pilotwings,Nintendo,1990.0,Simulation,SNES,False,False,False,0.0,Desconocido,1794.0,0.0,False,False,0.46,0.17,0.48,0.02,1140000.0,0.0,True
Resident_Evil_-_Code,Eidos Interactive,2000.0,Action,DC,False,False,False,0.0,Desconocido,1795.0,0.0,False,False,0.41,0.23,0.47,0.03,1140000.0,0.0,True
Super_R.C._Pro-Am,Nintendo,1991.0,Racing,GB,False,False,False,0.0,Desconocido,1796.0,0.0,False,False,0.58,0.37,0.15,0.04,1140000.0,0.0,True
Royal_Palace_of_White_Sword_and_The_City_of_Gentiles,Take-Two Interactive,2005.0,Role-Playing,PS2,False,False,False,0.0,Desconocido,1799.0,0.0,False,False,0,0.51,0.0,0.62,1140000.0,0.0,True
Royal_Palace_of_White_Sword_and_The_City_of_Gentiles,Take-Two Interactive,2005.0,Role-Playing,XB,False,False,False,0.0,Desconocido,11206.0,0.0,False,False,0.06,0.02,0.0,0.0,90000.0,0.0,False
Royal_Palace_of_White_Sword_and_The_City_of_Gentiles,Take-Two Interactive,2009.0,Role-Playing,PC,False,False,False,0.0,Desconocido,14546.0,0.0,False,False,0,0.02,0.0,0.01,30000.0,0.0,False
Mobile_Suit_Gundam,Atari,2001.0,Simulation,PS2,False,False,False,0.0,Desconocido,1801.0,0.0,False,False,0.12,0.1,0.88,0.03,1140000.0,0.0,True
MechAssault,Microsoft Game Studios,2002.0,Simulation,XB,False,False,False,0.0,Desconocido,1803.0,0.0,False,False,1.01,0.1,0.0,0.03,1130000.0,0.0,True
ModNation_Racers,Sony Computer Entertainment,2010.0,Racing,PS3,False,False,False,0.0,Desconocido,1804.0,0.0,False,False,0.5,0.41,0.06,0.16,1130000.0,0.0,True
ModNation_Racers,Sony Computer Entertainment,2010.0,Racing,PSP,False,False,False,0.0,Desconocido,3702.0,0.0,False,False,0.11,0.27,0.02,0.14,540000.0,0.0,False
Derby_Stallion_99,ASCII Entertainment,1999.0,Sports,PS,False,False,False,0.0,Desconocido,1806.0,0.0,False,False,0,0.0,1.06,0.07,1130000.0,0.0,True
Fantasy_Life,Nintendo,2012.0,Role-Playing,3DS,False,False,False,0.0,Desconocido,1808.0,0.0,False,False,0.33,0.37,0.37,0.06,1130000.0,0.0,True
Tom_Clancy's_Rainbow_Six_3,Ubisoft,2004.0,Shooter,XB,False,False,False,0.0,Desconocido,1809.0,0.0,False,False,0.99,0.12,0.0,0.02,1130000.0,0.0,True
WWE_2K15,Take-Two Interactive,2014.0,Sports,PS4,False,False,False,0.0,Desconocido,1810.0,0.0,False,False,0.38,0.56,0.0,0.19,1130000.0,0.0,True
WWE_2K15,Take-Two Interactive,2014.0,Sports,PS3,False,False,False,0.0,Desconocido,2445.0,0.0,False,False,0.36,0.35,0.0,0.14,850000.0,0.0,True
WWE_2K15,Take-Two Interactive,2014.0,Sports,X360,False,False,False,0.0,Desconocido,2943.0,0.0,False,False,0.38,0.26,0.0,0.06,690000.0,0.0,True
WWE_2K15,Take-Two Interactive,2014.0,Sports,XOne,False,False,False,0.0,Desconocido,3615.0,0.0,False,False,0.28,0.23,0.0,0.04,560000.0,0.0,True
Jampack_Winter_'98,Sony Computer Entertainment,1998.0,Misc,PS,False,False,False,0.0,Desconocido,1812.0,0.0,False,False,0.63,0.43,0.0,0.07,1130000.0,0.0,True
Alien,Sega,2014.0,Shooter,PS4,False,False,False,0.0,Desconocido,1814.0,0.0,False,False,0.34,0.56,0.04,0.19,1130000.0,0.0,True
Alien,Sega,2014.0,Shooter,XOne,False,False,False,0.0,Desconocido,3997.0,0.0,False,False,0.22,0.24,0.0,0.04,500000.0,0.0,False
Alien,Sega,2014.0,Shooter,PS3,False,False,False,0.0,Desconocido,5089.0,0.0,False,False,0.12,0.19,0.0,0.07,370000.0,0.0,False
Alien,Sega,2014.0,Shooter,X360,False,False,False,0.0,Desconocido,5829.0,0.0,False,False,0.15,0.13,0.0,0.03,300000.0,0.0,False
Alien,Sega,2014.0,Shooter,PC,False,False,False,0.0,Desconocido,8962.0,0.0,False,False,0,0.13,0.0,0.01,150000.0,0.0,False
Yakuza_3,Sega,2009.0,Action,PS3,False,False,False,0.0,Desconocido,1815.0,0.0,False,False,0.21,0.21,0.62,0.08,1130000.0,0.0,True
Pokémon_Mystery_Dungeon,Nintendo,2005.0,Role-Playing,GBA,False,False,False,0.0,Desconocido,1816.0,0.0,False,False,0.81,0.3,0.0,0.02,1130000.0,0.0,True
Dragon_Age_II,Electronic Arts,2011.0,Action,X360,False,False,False,0.0,Desconocido,1818.0,0.0,False,False,0.72,0.3,0.01,0.09,1120000.0,0.0,True
Dragon_Age_II,Electronic Arts,2011.0,Action,PS3,False,False,False,0.0,Desconocido,2465.0,0.0,False,False,0.4,0.27,0.05,0.12,840000.0,0.0,True
Dragon_Age_II,Electronic Arts,2011.0,Action,PC,False,False,False,0.0,Desconocido,3156.0,0.0,False,False,0.23,0.33,0.0,0.09,640000.0,0.0,True
Moon_Patrol,Atari,1982.0,Shooter,2600,False,False,False,0.0,Desconocido,1819.0,0.0,False,False,1.05,0.06,0.0,0.01,1120000.0,0.0,True
Supercar_Street_Challenge,Activision,2001.0,Racing,PS2,False,False,False,0.0,Desconocido,1820.0,0.0,False,False,0.55,0.43,0.0,0.14,1120000.0,0.0,True
Pilotwings_64,Nintendo,1996.0,Simulation,N64,False,False,False,0.0,Desconocido,1821.0,0.0,False,False,0.56,0.24,0.3,0.02,1120000.0,0.0,True
